bms_id,bms_father_id
2003104859,1120001801
2003105104,1120001164
2003105608,1120001551
2003106143,1120001542
2003106171,1120001786
2003106518,1120001525
2003106892,1120001259
2003107349,1120001876
2003109054,1120001842
2003109057,1120001842
2003109075,1120001617
2003109084,1120001875
2003109091,1120001842
2003109092,1120001842
2003109093,1120001842
2003109121,1120001743
2003109125,1120001858
2003109131,1120001858
2003109465,1120001450
2003110127,1140005403
2004100416,1120001700
2004101071,1120001934
2004101706,1120001859
2004101882,1120001786
2004102010,1120001859
2004102130,1120001859
2004102855,1120001614
2004103051,1120001853
2004103064,1120001853
2004103275,1120001853
2004103355,1120001507
2004104077,1120001596
2004104173,1120001911
2004104232,1120001873
2004104246,1120001498
2004104533,1120001542
2004104616,1120001664
2004104708,1120001793
2004104730,1120001614
2004104762,1120001520
2004105501,1120001801
2004105545,1120001870
2004105557,1120001948
2004105845,1120001858
2004106079,1120001465
2004106109,1120001144
2004106374,1120001542
2004106567,1120001157
2004106702,1120001699
2004106867,1120001164
2004106894,1120001906
2004107101,1120001733
2004107221,1120001822
2004109049,1120001898
2004109052,1120001849
2004109053,1120001842
2004109054,1120001921
2004109058,1120001649
2004109079,1120001831
2004109088,1120001842
2004109149,1120001858
2004109152,1120001858
2004109153,1120001858
2004109154,1120001858
2004109156,1120001858
2004109291,1120001525
2004109405,1120001164
2004110017,1140004403
2004110019,1140002540
2004110074,1140004583
2004110126,1140005737
2004110228,1140002810
2005100027,1120001796
2005100097,1120001954
2005100103,1120001542
2005100122,1120001906
2005100194,1120001658
2005100267,1120001991
2005100341,1120001548
2005100390,1120001752
2005100565,1120001847
2005100661,1120001672
2005100914,1120001667
2005100924,1140003658
2005100951,1120001851
2005100981,1120001548
2005101102,1120001853
2005101110,1120001906
2005101169,1120001989
2005101210,1120001872
2005101710,1120001847
2005101798,1120001658
2005101969,1120001945
2005102050,1120001957
2005102123,1120001853
2005102150,1120001796
2005102193,1120001791
2005102219,1120001986
2005102258,1140004194
2005102317,1120001907
2005102354,1140004503
2005102367,1120001853
2005102371,1120001796
2005102554,1120001901
2005102837,1120001954
2005102983,1120001658
2005103400,1120001237
2005103453,1120001551
2005103521,1120001872
2005103571,1120001853
2005103700,1120001971
2005103763,1120001700
2005103782,1120001261
2005103851,1120001853
2005103853,1120001964
2005103855,1120001791
2005103927,1120001799
2005104090,1120002001
2005104289,1120001851
2005104493,1120001957
2005104643,1120001786
2005104694,1120001975
2005104916,1120001596
2005104937,1120001801
2005104952,1120001579
2005104984,1120001801
2005105088,1120001849
2005105089,1120001916
2005105102,1120001905
2005105204,1120001672
2005105226,1120001900
2005105301,1120001868
2005105360,1120001981
2005105372,1120001343
2005105493,1120001981
2005105554,1120001261
2005105606,1120001964
2005105727,1120001743
2005105737,1120001901
2005105894,1120001940
2005105922,1120001888
2005105955,1120001259
2005105963,1120001971
2005105983,1120001961
2005106156,1120001915
2005106327,1120001461
2005106360,1120001906
2005106362,1120001736
2005106682,1120001542
2005106738,1120001901
2005106741,1120001799
2005106985,1120001259
2005109004,1120001961
2005109006,1120001900
2005109012,1120001842
2005109014,1120001735
2005109015,1120001781
2005109021,1120001842
2005109022,1120001842
2005109073,1120001961
2005109090,1120001858
2005109092,1120001858
2005109097,1120001858
2005110005,1140004712
2005110194,1140004565
2005110206,1140004065
2005110214,1140004481
2006100005,1120001507
2006100106,1120001548
2006100130,1120001853
2006100210,1120001973
2006100275,1120002024
2006100292,1120001964
2006100364,1120001455
2006100381,1120001908
2006100429,1120002024
2006100456,1120001958
2006100504,1120001551
2006100518,1120001958
2006100537,1120001973
2006100558,1120001801
2006100583,1120001657
2006100619,1120002006
2006100645,1120002029
2006100655,1120001901
2006100736,1120001914
2006100761,1120001742
2006100779,1120001881
2006100799,1120001957
2006100800,1120001911
2006100830,1120001953
2006100847,1120001799
2006100912,1120001786
2006100953,1120001991
2006101058,1120001967
2006101074,1120002016
2006101075,1120002016
2006101140,1120002004
2006101154,1120002006
2006101222,1120001700
2006101251,1120001853
2006101288,1120001657
2006101332,1120001799
2006101408,1120001975
2006101443,1120001700
2006101448,1120001164
2006101478,1120001965
2006101542,1120001721
2006101549,1120001507
2006101590,1120002004
2006101599,1120001954
2006101653,1120001868
2006101748,1120001658
2006101777,1120001548
2006101789,1120001916
2006101796,1120001339
2006101842,1120001604
2006101853,1120002024
2006101880,1120001847
2006101905,1120001954
2006101909,1120001851
2006101915,1120001860
2006101919,1120001614
2006101921,1120001700
2006102080,1120001164
2006102147,1120001957
2006102264,1120001853
2006102275,1120002006
2006102379,1120001164
2006102513,1120001897
2006102546,1120001963
2006102613,1120001981
2006102622,1120001237
2006102741,1120001907
2006102784,1120002006
2006102858,1120001796
2006102942,1120001914
2006102967,1120001507
2006102990,1120001862
2006102996,1120001964
2006103035,1120001853
2006103051,1120001954
2006103077,1120001916
2006103134,1120001343
2006103143,1120002006
2006103150,1120002006
2006103167,1120001743
2006103208,1120001906
2006103226,1120001964
2006103254,1120001964
2006103290,1120001542
2006103312,1120001743
2006103333,1120001853
2006103340,1120001614
2006103350,1120001520
2006103368,1120001901
2006103383,1120001913
2006103387,1120001957
2006103422,1120001914
2006103428,1120001796
2006103472,1120002024
2006103513,1120001560
2006103531,1120002021
2006103534,1120001721
2006103654,1120001614
2006103788,1120001953
2006103794,1120001953
2006103984,1120001752
2006103999,1120002004
2006104006,1120001961
2006104025,1120001991
2006104086,1120001942
2006104090,1120002006
2006104096,1120002004
2006104186,1120002004
2006104229,1120002014
2006104241,1120002016
2006104273,1120001965
2006104301,1120001525
2006104302,1120001600
2006104311,1120001801
2006104339,1120001977
2006104418,1120001961
2006104432,1120001853
2006104434,1120001965
2006104442,1120001954
2006104519,1120002016
2006104550,1120001157
2006104602,1120001964
2006104625,1120001954
2006104684,1120001964
2006104736,1120001957
2006104753,1120001700
2006104767,1120001868
2006104773,1120001908
2006104817,1120001981
2006104825,1120001721
2006104838,1120001964
2006104869,1120001164
2006104897,1120001417
2006104909,1120001255
2006104915,1120001965
2006104986,1120001801
2006104988,1120001799
2006105010,1120001847
2006105065,1120001868
2006105161,1120001799
2006105246,1120001913
2006105271,1120001507
2006105289,1120001799
2006105341,1120001507
2006105366,1120001975
2006105412,1120001525
2006105431,1120001870
2006105496,1120001957
2006105596,1120001799
2006105667,1120001672
2006105754,1120001492
2006105766,1120001953
2006105778,1120002030
2006105830,1120001954
2006105832,1120001658
2006105845,1120001964
2006105871,1120001967
2006105899,1120001901
2006106024,1120001498
2006106053,1120001721
2006106115,1120001164
2006106140,1120001849
2006106156,1120001872
2006106171,1120002010
2006106181,1120001667
2006106187,1120001872
2006106190,1120001658
2006106198,1120001860
2006106213,1120002030
2006106229,1120001986
2006106231,1120001987
2006106258,1120001986
2006106260,1120001680
2006106393,1120001164
2006106419,1120001255
2006106442,1120001752
2006106445,1140004044
2006106448,1120001847
2006106472,1120001799
2006106585,1120001945
2006106709,1120001873
2006106754,1120001954
2006106772,1120001981
2006106778,1120002004
2006106794,1120001905
2006106847,1120001657
2006106892,1120001339
2006109057,1120001548
2006109065,1120001618
2006109066,1120001842
2006109071,1120001842
2006109075,1120001842
2006109085,1120001354
2006109093,1120002010
2006109124,1120001657
2006109234,1120001850
2006109243,1120001675
2006109274,1120001700
2006109283,1120002034
2006109285,1120001858
2006109289,1120001858
2006109290,1120001858
2006109293,1120001858
2006109295,1120001858
2006110031,1140004565
2006110045,1140004532
2006110050,1140005764
2006110064,1140002183
2006110066,1140004403
2006110078,1140004503
2006110079,1140003602
2006110090,1140003840
2006110092,1140004712
2006110123,1140006046
2006110130,1140006048
2006110132,1140006054
2006110148,1140006071
2006110157,1140004699
2006110168,1140004503
2006190010,0000000000
2007100037,1120001981
2007100083,1120001520
2007100107,1120002057
2007100112,1120002050
2007100133,1120001339
2007100136,1120001675
2007100163,1120001700
2007100191,1120001525
2007100206,1120001614
2007100235,1120002006
2007100250,1120001507
2007100253,1120002004
2007100259,1120001614
2007100269,1120001975
2007100277,1120001964
2007100387,1120001520
2007100396,1120002016
2007100420,1120002058
2007100436,1120002062
2007100443,1120002004
2007100468,1120002016
2007100474,1120001853
2007100476,1120001465
2007100477,1120001164
2007100505,1120001981
2007100527,1120001659
2007100559,1120001853
2007100562,1120001916
2007100565,1120002006
2007100568,1120001914
2007100581,1120002004
2007100605,1120002043
2007100624,1120002006
2007100626,1120001975
2007100628,1120001853
2007100638,1120002046
2007100745,1120002062
2007100747,1120001743
2007100764,1120001854
2007100770,1120001957
2007100773,1120002049
2007100777,1120001975
2007100828,1120001906
2007100842,1120001801
2007100850,1120002006
2007100858,1120001525
2007100871,1120001608
2007100874,1120001975
2007100884,1120001916
2007100904,1120002051
2007100925,1120002058
2007100931,1120001906
2007100940,1120001977
2007100941,1120001498
2007100974,1120002062
2007100979,1120001981
2007101025,1120001164
2007101030,1120001743
2007101037,1120001743
2007101046,1120001954
2007101048,1120002065
2007101053,1120001906
2007101056,1120001901
2007101141,1120001981
2007101163,1120001916
2007101207,1120001708
2007101249,1120001872
2007101275,1120001964
2007101295,1120001957
2007101328,1120001914
2007101370,1120002006
2007101375,1120001853
2007101376,1120002050
2007101398,1120002006
2007101410,1120001672
2007101419,1120001851
2007101421,1120001721
2007101434,1120001796
2007101438,1120002051
2007101467,1120001799
2007101518,1120001596
2007101537,1120002004
2007101556,1120002030
2007101601,1120002024
2007101620,1120001967
2007101653,1120002010
2007101687,1120001721
2007101690,1120001954
2007101704,1120002063
2007101720,1120001859
2007101731,1120001465
2007101734,1120002058
2007101762,1120001888
2007101789,1120001542
2007101791,1120001796
2007101798,1120001791
2007101804,1120001957
2007101820,1120001542
2007101823,1120001700
2007101829,1120002063
2007101832,1120001853
2007101836,1120002063
2007101871,1120001953
2007101910,1120002049
2007101911,1120002006
2007101914,1120001914
2007101938,1120001981
2007101950,1120001799
2007101965,1120001507
2007101993,1120002050
2007102009,1120002006
2007102028,1120002063
2007102048,1120001596
2007102058,1120002006
2007102143,1120002077
2007102155,1120002030
2007102161,1120001796
2007102177,1120001860
2007102179,1120001872
2007102253,1120002024
2007102267,1120001522
2007102274,1120002024
2007102301,1120001890
2007102316,1120001736
2007102330,1120001542
2007102380,1120001743
2007102397,1120001721
2007102414,1120001873
2007102432,1120002062
2007102447,1120001906
2007102466,1120002004
2007102468,1120001853
2007102475,1120002063
2007102504,1120001863
2007102511,1120001799
2007102526,1120001962
2007102547,1120001854
2007102630,1120001916
2007102669,1120001542
2007102672,1120001743
2007102673,1120001853
2007102675,1120001743
2007102676,1120002004
2007102680,1120001966
2007102701,1120001796
2007102705,1120002051
2007102718,1120001853
2007102721,1120001796
2007102726,1120002004
2007102744,1120002006
2007102750,1120001542
2007102754,1120001542
2007102780,1120001966
2007102781,1120002006
2007102785,1120001542
2007102794,1120001743
2007102796,1140004069
2007102803,1120001736
2007102816,1120001916
2007102817,1120001964
2007102826,1120001862
2007102852,1120001507
2007102860,1120002004
2007102871,1120001542
2007102873,1120001542
2007102875,1120001791
2007102890,1120001853
2007102895,1120002051
2007102916,1120001743
2007102919,1120001954
2007102924,1120002058
2007102929,1120001614
2007102964,1120001743
2007102972,1120001906
2007102976,1120002049
2007102983,1120002004
2007102988,1120001964
2007103033,1120002049
2007103045,1120001872
2007103060,1120001847
2007103067,1120001853
2007103090,1120001981
2007103111,1120001542
2007103130,1140005335
2007103142,1120001847
2007103152,1120002049
2007103165,1120001520
2007103181,1120001853
2007103183,1120002006
2007103199,1120002006
2007103211,1120001901
2007103214,1120001796
2007103215,1120002006
2007103247,1120001853
2007103290,1120001853
2007103315,1120002006
2007103326,1120002049
2007103330,1120001901
2007103336,1120001906
2007103350,1120002006
2007103386,1120002004
2007103394,1120002064
2007103400,1120002050
2007103444,1120001954
2007103500,1120001868
2007103510,1120001525
2007103529,1120001465
2007103572,1120001614
2007103580,1120001801
2007103616,1120001801
2007103644,1120001614
2007103667,1120001953
2007103703,1120002006
2007103741,1120001953
2007103749,1120001953
2007103762,1120002050
2007103804,1120002004
2007103838,1120002050
2007103843,1120001675
2007103861,1120002050
2007103864,1120002006
2007103866,1120002051
2007103884,1120001801
2007103951,1120002030
2007103968,1120001853
2007103978,1120001888
2007104005,1120001791
2007104054,1140005335
2007104055,1120002050
2007104063,1120001966
2007104090,1120002057
2007104114,1120001507
2007104125,1120001872
2007104156,1120001675
2007104166,1120001164
2007104220,1120002016
2007104229,1120002071
2007104240,1120002062
2007104243,1120002016
2007104245,1120001962
2007104301,1120002006
2007104371,1120002050
2007104376,1120002057
2007104385,1120001465
2007104404,1120001957
2007104434,1120001791
2007104450,1120002004
2007104463,1140005332
2007104503,1120002058
2007104512,1120001801
2007104528,1120002077
2007104604,1120001721
2007104608,1120001853
2007104643,1120001801
2007104671,1120001957
2007104673,1120001916
2007104687,1120001791
2007104688,1120001854
2007104692,1120002006
2007104700,1120001962
2007104703,1120002062
2007104704,1120002051
2007104716,1120001965
2007104717,1120001801
2007104719,1120001914
2007104732,1120001978
2007104738,1120001926
2007104739,1120001901
2007104750,1120001700
2007104758,1140004481
2007104769,1120001700
2007104804,1120001791
2007104807,1120001913
2007104812,1120001916
2007104856,1120002009
2007104872,1120002050
2007104875,1120002050
2007104877,1120002050
2007104879,1120001799
2007104883,1120002049
2007104885,1120002050
2007104886,1120002050
2007104889,1120001799
2007104893,1120001916
2007104894,1120002057
2007104897,1120002050
2007104899,1120002050
2007104902,1120002050
2007104906,1120002050
2007104911,1120002050
2007104922,1120002050
2007104930,1120002050
2007104945,1120001675
2007104956,1120002063
2007104972,1120001507
2007104975,1120001916
2007104979,1120001614
2007104998,1120001672
2007105003,1120001560
2007105006,1140005404
2007105035,1120001916
2007105065,1120002008
2007105108,1120001868
2007105153,1120001455
2007105166,1120001675
2007105182,1120002006
2007105195,1120001957
2007105200,1120001614
2007105211,1120001868
2007105215,1120001525
2007105220,1120001872
2007105235,1120001802
2007105237,1120002051
2007105247,1120001657
2007105270,1120001901
2007105276,1120001659
2007105279,1120002006
2007105290,1120002006
2007105300,1120001560
2007105301,1120001916
2007105305,1120001868
2007105312,1120001801
2007105350,1120002077
2007105356,1120001791
2007105395,1120002058
2007105461,1120001870
2007105470,1120001870
2007105512,1120002006
2007105531,1120001872
2007105540,1120002006
2007105543,1120001520
2007105580,1120001905
2007105584,1120001962
2007105629,1120002046
2007105631,1120002051
2007105632,1120001507
2007105645,1120002050
2007105664,1120001853
2007105667,1120001954
2007105672,1120001922
2007105687,1120001906
2007105694,1120001876
2007105770,1120002050
2007105783,1120001520
2007105786,1120001981
2007105800,1120002030
2007105813,1120001507
2007105817,1120001876
2007105820,1120001974
2007105822,1120001675
2007105832,1120002063
2007105852,1120001721
2007105869,1120001957
2007105881,1120001957
2007105894,1120001971
2007105909,1120001872
2007105927,1120002008
2007105939,1120001520
2007105949,1140004767
2007106000,1120001975
2007106022,1120002049
2007106051,1120001873
2007106069,1120001872
2007106091,1120001954
2007106121,1120001957
2007106123,1120002010
2007106154,1120002006
2007106203,1120001888
2007106204,1120001520
2007106217,1120001164
2007106224,1120001791
2007106233,1120001879
2007106239,1120001465
2007106255,1120001806
2007106258,1120002030
2007106270,1120001872
2007106278,1120002030
2007106292,1120002058
2007106306,1120001614
2007106312,1120001525
2007106317,1120001672
2007106349,1120001873
2007106358,1120001981
2007106369,1120001522
2007106384,1120002043
2007106424,1120002064
2007106459,1120001465
2007106464,1120002029
2007106487,1120002050
2007106497,1120002051
2007106499,1120001908
2007106500,1120001164
2007106515,1120002058
2007106523,1120001520
2007106538,1120001868
2007106586,1120001799
2007106613,1120002051
2007106662,1120001913
2007106705,1120001901
2007106743,1120001659
2007106761,1120001520
2007106773,1120001672
2007106828,1120001522
2007109006,1120002006
2007109013,1120002051
2007109035,1120001659
2007109058,1120002030
2007109067,1120001259
2007109071,1120001786
2007109079,1120001781
2007109084,1120002066
2007109087,1120001842
2007109095,1120002029
2007109098,1120001781
2007109115,1120001801
2007109126,1120001989
2007109142,1120001736
2007109145,1120002024
2007109148,1120001901
2007109149,1120001796
2007109161,1120001954
2007109164,1120002050
2007109185,1120002005
2007109232,1120001542
2007109272,1120001996
2007109295,1120002063
2007109319,1120002046
2007110035,1140004699
2007110036,1140005411
2007110038,1140003653
2007110060,1140005333
2007110069,1140006048
2007110084,1140006165
2007110085,1140006054
2007110094,1140005422
2007110121,1140004741
2007110124,1140006188
2007190004,0000000000
2008100008,1120002086
2008100013,1120001901
2008100034,1120001975
2008100039,1120001801
2008100040,1120001700
2008100048,1120001847
2008100092,1120002094
2008100103,1120001525
2008100105,1120002051
2008100110,1120001954
2008100114,1120001914
2008100120,1120001981
2008100142,1120001942
2008100149,1120002094
2008100151,1120001672
2008100152,1120001507
2008100155,1120001801
2008100156,1120002098
2008100159,1120002102
2008100160,1120001614
2008100166,1120001507
2008100167,1120002081
2008100208,1120001906
2008100212,1120001614
2008100219,1120001901
2008100247,1120002081
2008100251,1120001914
2008100254,1120001901
2008100266,1120002081
2008100267,1120001847
2008100272,1120002081
2008100273,1120002081
2008100276,1120001991
2008100279,1120002081
2008100283,1120002081
2008100284,1120002081
2008100291,1120001914
2008100327,1120002004
2008100344,1120001957
2008100364,1120001796
2008100375,1120001675
2008100378,1120001849
2008100382,1120001914
2008100384,1120001914
2008100386,1120002087
2008100398,1120002016
2008100440,1120001971
2008100442,1120001873
2008100444,1120002006
2008100447,1120002083
2008100451,1120001914
2008100457,1120001520
2008100461,1120002051
2008100469,1120002006
2008100479,1120002088
2008100489,1120002057
2008100491,1120001659
2008100492,1120001957
2008100495,1120002016
2008100498,1120002063
2008100500,1120002086
2008100503,1120002103
2008100512,1120002049
2008100513,1120001849
2008100516,1120001913
2008100519,1120001916
2008100523,1120002004
2008100524,1120001675
2008100528,1120001164
2008100538,1120002062
2008100544,1120001853
2008100547,1120002004
2008100559,1120001913
2008100563,1120002006
2008100568,1120001862
2008100608,1120001981
2008100623,1120002045
2008100628,1120001914
2008100632,1120001859
2008100645,1120001873
2008100661,1120001975
2008100676,1120001954
2008100679,1120001965
2008100690,1120002104
2008100694,1120001164
2008100717,1120002055
2008100726,1120001975
2008100732,1120002016
2008100733,1120002016
2008100754,1120001872
2008100762,1120002008
2008100778,1120001853
2008100791,1120001721
2008100797,1120001957
2008100799,1120001743
2008100801,1120001700
2008100851,1120002049
2008100852,1120001164
2008100862,1120002016
2008100879,1120002081
2008100888,1120001916
2008100889,1120002016
2008100929,1120002080
2008100931,1120002068
2008100933,1120002081
2008100939,1120001796
2008100965,1120001786
2008100975,1120002016
2008100990,1120001455
2008100994,1120001859
2008101002,1120001853
2008101008,1120002051
2008101010,1120002029
2008101011,1120001520
2008101012,1120002105
2008101025,1120001854
2008101031,1120002016
2008101032,1120001560
2008101041,1120002050
2008101043,1120001465
2008101058,1120002094
2008101064,1120002058
2008101076,1120002084
2008101083,1120001164
2008101093,1120001901
2008101111,1120001786
2008101126,1120001520
2008101140,1120001700
2008101146,1120002098
2008101149,1120001700
2008101150,1120001982
2008101159,1120002103
2008101162,1120001465
2008101165,1120002051
2008101173,1120002058
2008101195,1120001708
2008101196,1120002030
2008101201,1120001975
2008101228,1120002098
2008101252,1120002006
2008101267,1120001906
2008101270,1120001977
2008101288,1120001916
2008101291,1140004230
2008101304,1120002062
2008101313,1120002080
2008101337,1120001966
2008101350,1120002024
2008101380,1120001954
2008101384,1120002084
2008101397,1120002004
2008101400,1120001339
2008101414,1120001859
2008101445,1120001343
2008101496,1120001542
2008101502,1120001916
2008101511,1120002043
2008101518,1120002082
2008101519,1120002004
2008101521,1120001872
2008101530,1120001614
2008101534,1120002004
2008101538,1120001954
2008101549,1120002006
2008101581,1120002063
2008101585,1120002051
2008101592,1120001672
2008101594,1120001700
2008101608,1120002057
2008101611,1120001913
2008101619,1120002057
2008101630,1120001801
2008101633,1120001964
2008101638,1120002064
2008101641,1120001967
2008101645,1120002004
2008101653,1120001914
2008101661,1120001914
2008101671,1120002063
2008101672,1120002102
2008101676,1120001721
2008101689,1120002103
2008101694,1120002002
2008101695,1120001908
2008101696,1120001859
2008101701,1120002057
2008101703,1120002004
2008101718,1120001847
2008101719,1120001901
2008101722,1120002029
2008101723,1120001700
2008101726,1120001954
2008101734,1120002049
2008101736,1120001954
2008101737,1120002081
2008101757,1120002002
2008101773,1120001913
2008101778,1120001967
2008101810,1120001916
2008101821,1120001498
2008101832,1120001963
2008101833,1120001901
2008101834,1120002051
2008101850,1120001873
2008101858,1120001906
2008101876,1120001901
2008101883,1120002004
2008101908,1120001659
2008101910,1120002105
2008101920,1120002058
2008101927,1120002091
2008101935,1120002057
2008101936,1120001507
2008101941,1120002084
2008101947,1120002088
2008101952,1120001801
2008101956,1120002024
2008101974,1120002103
2008101975,1120001872
2008101985,1120001964
2008101998,1120001721
2008102030,1120001945
2008102060,1120001801
2008102064,1120001672
2008102105,1120001796
2008102106,1120002050
2008102114,1120001967
2008102118,1120002050
2008102130,1120002077
2008102143,1120001525
2008102161,1120001525
2008102165,1120002049
2008102205,1120002105
2008102210,1120001675
2008102218,1120001916
2008102219,1120001847
2008102232,1120001872
2008102242,1120002091
2008102244,1120002051
2008102251,1120002090
2008102252,1120002090
2008102258,1120002045
2008102262,1120001801
2008102269,1120001916
2008102279,1120001799
2008102293,1120002006
2008102296,1120002103
2008102313,1120002058
2008102322,1120001921
2008102408,1120001908
2008102416,1120001914
2008102420,1120001164
2008102421,1120002006
2008102428,1120002004
2008102466,1120002050
2008102468,1120001914
2008102471,1120001981
2008102472,1120001510
2008102478,1120002064
2008102480,1120001672
2008102484,1120001596
2008102492,1120001954
2008102530,1120002005
2008102540,1120002087
2008102541,1120001873
2008102552,1120002006
2008102572,1120002063
2008102573,1120001905
2008102577,1120002006
2008102580,1120002004
2008102582,1120001801
2008102584,1120002086
2008102594,1120001964
2008102601,1120001614
2008102613,1120001872
2008102614,1120001542
2008102615,1120001914
2008102625,1120001542
2008102631,1120001853
2008102638,1120002051
2008102641,1120001853
2008102644,1120002103
2008102658,1120002094
2008102668,1120001913
2008102686,1120002004
2008102699,1120002004
2008102703,1120002050
2008102707,1120001542
2008102711,1120001957
2008102719,1120001872
2008102723,1120002051
2008102725,1120001614
2008102735,1120002052
2008102748,1120001847
2008102762,1120001847
2008102784,1120001847
2008102789,1120002086
2008102794,1120001914
2008102799,1120002084
2008102808,1120001872
2008102809,1120002051
2008102810,1120002006
2008102819,1120002086
2008102828,1120002004
2008102834,1120001901
2008102836,1120001520
2008102849,1120001542
2008102865,1120002006
2008102871,1120002086
2008102873,1120002086
2008102875,1120001914
2008102884,1120002051
2008102886,1120001901
2008102895,1120002086
2008102896,1120001901
2008102903,1120001862
2008102909,1120002103
2008102912,1120002051
2008102913,1120001916
2008102918,1120002086
2008102919,1120002084
2008102924,1120002051
2008102936,1140003840
2008102938,1120001954
2008102941,1120002050
2008102944,1120001743
2008102947,1120002084
2008102951,1120002006
2008102954,1120002004
2008102958,1120002006
2008102966,1120001542
2008102978,1120001872
2008102983,1120002051
2008102987,1120002084
2008103002,1120001966
2008103011,1120002049
2008103016,1120001964
2008103020,1120002086
2008103024,1120001455
2008103033,1120001847
2008103047,1120001914
2008103054,1120002084
2008103064,1120002006
2008103066,1120002084
2008103069,1120001916
2008103086,1120002084
2008103093,1120001675
2008103095,1120002004
2008103096,1120001542
2008103100,1120001964
2008103110,1120001542
2008103111,1120002086
2008103120,1120002004
2008103121,1120001853
2008103125,1120002086
2008103126,1120002006
2008103141,1120002004
2008103159,1120001542
2008103165,1120001675
2008103173,1120002086
2008103175,1120001743
2008103178,1120001957
2008103180,1120002086
2008103187,1120001964
2008103188,1120002006
2008103191,1120001964
2008103192,1120002084
2008103196,1120002086
2008103201,1120002086
2008103206,1120002084
2008103212,1120001847
2008103228,1120002084
2008103235,1120001847
2008103236,1120002086
2008103237,1120001520
2008103238,1120002049
2008103244,1120002086
2008103256,1120002084
